qnrnumb,visit,howoft,likenet,research,safeweb,goodtool,notouse,another,likeproc,hassle,visits,friend,billbrd,banner,surfing,sengine,tv,theater,nwspaper,other,easyuse,helpful,positive,useonly,influenc,secure,didbuy,better,howmuch,safe,wanttest,price,tradein,handson,checkit,noweeks,worth,sticker,actual,age,marital,children,educate,race,income,gender
648.0,Yes,Almost never,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,8.0,No,Yes,No,Yes,No,No,No,No,No,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Disagree,1.0,22000.0,25000.0,23000.0,50.0,Married,2.0,Graduate degree,Caucasian,"Over $110,000",Male
649.0,Yes,Often,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,8.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Yes,Yes,Much better,Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,3.0,11000.0,15000.0,12000.0,30.0,Married,0.0,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
650.0,Yes,Almost never,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,4.0,No,No,No,Yes,Yes,No,Yes,No,No,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Yes,Yes,A great deal better,Neutral,Neutral,Agree,Strongly Disagree,Agree,Disagree,1.0,3000.0,10000.0,7000.0,35.0,Single,,High school,Caucasian,"$65,000 - $80,000",Male
651.0,Yes,Often,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Disagree,8.0,No,No,Yes,No,Yes,No,No,No,No,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,5.0,11000.0,18000.0,16000.0,35.0,Single,,High school,Caucasian,"$65,000 - $80,000",Male
652.0,Yes,Almost never,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,6.0,No,No,Yes,Yes,No,No,No,No,No,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,4.0,6000.0,12000.0,9000.0,32.0,Married,2.0,High school,Caucasian,"$35,000 - $50,000",Male
653.0,Yes,Almost never,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Agree,8.0,No,No,No,No,Yes,No,No,No,No,Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,No,,,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Disagree,10.0,12000.0,15000.0,14000.0,42.0,Single,,High school,Caucasian,"$35,000 - $50,000",Male
654.0,Yes,Very often,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,9.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,1.0,6000.0,11000.0,9000.0,31.0,Single,,High school,Caucasian,"$65,000 - $80,000",Male
655.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,3.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,No,,,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Disagree,1.0,14000.0,18000.0,16000.0,24.0,Married,1.0,Graduate degree,Black,"Over $110,000",Male
656.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,2.0,No,No,No,No,No,No,No,No,No,Neutral,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,3.0,14000.0,19000.0,17000.0,46.0,Widowed,1.0,Some college,Caucasian,"$95,000 - $110,000",Male
657.0,Yes,Often,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,11.0,No,No,No,Yes,No,No,No,No,No,Disagree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,6.0,6000.0,11000.0,8000.0,37.0,Single,,Graduate degree,Caucasian,"Under $35,000",Male
658.0,Yes,Often,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,7.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,7.0,13000.0,18000.0,16000.0,37.0,Married,1.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
659.0,Yes,Occasionally,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Agree,6.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,5.0,13000.0,19000.0,16000.0,26.0,Married,3.0,High school,Hispanic,"$50,000 - $65,000",Female
660.0,Yes,Occasionally,Agree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,6.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,No,,,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,1.0,16000.0,21000.0,19000.0,52.0,Married,3.0,Some college,Caucasian,"$95,000 - $110,000",Female
661.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,6.0,No,No,No,No,Yes,Yes,No,No,No,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,1.0,10000.0,15000.0,13000.0,26.0,Married,3.0,Graduate degree,Caucasian,"Over $110,000",Male
662.0,Yes,Occasionally,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,10.0,No,No,Yes,Yes,No,No,No,No,No,Agree,Neutral,Neutral,Strongly Disagree,Agree,Agree,No,,,Agree,Agree,Neutral,Agree,Neutral,Strongly Disagree,1.0,10000.0,15000.0,14000.0,34.0,Divorced,0.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
663.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,1.0,No,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,No,,,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,3.0,11000.0,16000.0,13000.0,35.0,Married,1.0,Undergraduate degree,Caucasian,"Under $35,000",Female
664.0,Yes,Often,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,9.0,No,No,No,Yes,No,No,No,No,No,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Yes,Yes,A great deal better,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,4.0,17000.0,23000.0,19000.0,41.0,Married,2.0,Graduate degree,Black,"Over $110,000",Male
665.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,3.0,No,Yes,No,Yes,No,Yes,No,No,No,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,No,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,2.0,13000.0,19000.0,15000.0,24.0,Married,2.0,Other,Caucasian,"Over $110,000",Female
666.0,Yes,Often,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,10.0,No,No,No,Yes,No,No,No,No,No,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,No,,,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,7.0,15000.0,21000.0,19000.0,44.0,Single,,Some college,Black,"$95,000 - $110,000",Male
667.0,Yes,Occasionally,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Agree,5.0,No,No,No,No,Yes,Yes,No,No,No,Agree,Agree,Agree,Neutral,Agree,Neutral,No,,,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,1.0,5000.0,10000.0,8000.0,34.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
668.0,Yes,Almost never,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,4.0,No,No,No,No,No,No,No,No,No,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,7.0,,10000.0,8000.0,41.0,Married,2.0,Less than high school,Caucasian,"$50,000 - $65,000",Male
669.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,6.0,No,No,No,No,Yes,No,No,No,No,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,9.0,14000.0,19000.0,17000.0,34.0,Married,0.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
670.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,8.0,No,No,Yes,No,No,No,No,No,No,Neutral,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,2.0,,10000.0,8000.0,30.0,Married,2.0,Undergraduate degree,Asian,"Under $35,000",Female
671.0,Yes,Occasionally,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,7.0,No,No,Yes,No,Yes,No,No,No,No,Strongly Agree,Disagree,Agree,Neutral,Neutral,Neutral,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,5.0,16000.0,20000.0,17000.0,38.0,Single,,Some college,Asian,"$80,000 - $95,000",Male
672.0,Yes,Never,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,5.0,No,No,Yes,No,No,No,No,No,No,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,No,,,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,1.0,,11000.0,9000.0,40.0,Married,2.0,Less than high school,Caucasian,"$50,000 - $65,000",Male
673.0,Yes,Occasionally,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Strongly Agree,11.0,No,No,No,No,Yes,No,Yes,No,No,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,No,,,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,5.0,13000.0,19000.0,17000.0,36.0,Divorced,1.0,Undergraduate degree,Black,"$80,000 - $95,000",Male
674.0,Yes,Almost never,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Agree,4.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,3.0,,10000.0,8000.0,35.0,Single,,Graduate degree,Caucasian,"Under $35,000",Female
675.0,Yes,Often,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,11.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,5.0,9000.0,14000.0,12000.0,45.0,Married,2.0,Graduate degree,Black,"Over $110,000",Male
676.0,Yes,Almost never,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,7.0,No,No,Yes,No,No,No,No,No,No,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,No,,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,1.0,,12000.0,10000.0,51.0,Single,,Undergraduate degree,Caucasian,"$35,000 - $50,000",Female
677.0,Yes,Often,Agree,Agree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,9.0,No,No,Yes,Yes,Yes,No,No,No,No,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Yes,Yes,Somewhat better,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,1.0,14000.0,19000.0,15000.0,32.0,Married,2.0,Some college,Hispanic,"$65,000 - $80,000",Male
678.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Neutral,1.0,No,No,No,No,Yes,Yes,No,No,No,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,No,,,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,4.0,14000.0,18000.0,16000.0,25.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
679.0,Yes,Almost never,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,7.0,No,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Agree,No,,,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,6.0,18000.0,25000.0,23000.0,40.0,Single,,Less than high school,Hispanic,"$65,000 - $80,000",Male
680.0,Yes,Very often,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,13.0,No,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Yes,Yes,Somewhat better,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,1.0,15000.0,21000.0,18000.0,26.0,Divorced,1.0,Other,Caucasian,"$35,000 - $50,000",Male
681.0,Yes,Almost never,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,4.0,No,No,No,Yes,No,No,No,No,No,Strongly Agree,Neutral,Agree,Disagree,Neutral,Neutral,No,,,Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,5.0,20000.0,24000.0,22000.0,44.0,Single,,Some college,Black,"$95,000 - $110,000",Male
682.0,Yes,Often,Neutral,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,9.0,No,No,Yes,No,No,Yes,No,No,No,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,4.0,14000.0,19000.0,16000.0,28.0,Married,0.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
683.0,Yes,Occasionally,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,8.0,No,No,No,No,Yes,No,No,No,No,Agree,Neutral,Agree,Strongly Disagree,Agree,Agree,No,,,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,5.0,,10000.0,8000.0,37.0,Married,1.0,High school,Caucasian,"$35,000 - $50,000",Male
684.0,Yes,Often,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Agree,10.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Yes,Yes,Much better,Disagree,Neutral,Disagree,Neutral,Agree,Strongly Disagree,1.0,13000.0,18000.0,14000.0,41.0,Single,,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
685.0,Yes,Occasionally,Neutral,Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,6.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Disagree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,3.0,,10000.0,7000.0,33.0,Single,,Other,Black,"Under $35,000",Male
686.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,3.0,No,No,No,Yes,No,No,No,No,No,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,No,,,Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Disagree,6.0,12000.0,15000.0,13000.0,44.0,Divorced,2.0,Less than high school,Caucasian,"$35,000 - $50,000",Male
687.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,1.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,5.0,3000.0,10000.0,8000.0,46.0,Single,,Some college,Caucasian,"$95,000 - $110,000",Male
688.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,7.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Yes,Yes,Much better,Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,5.0,17000.0,22000.0,18000.0,51.0,Married,1.0,Other,Caucasian,"Over $110,000",Male
689.0,Yes,Occasionally,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,4.0,No,No,No,Yes,Yes,No,No,No,No,Agree,Neutral,Neutral,Disagree,Agree,Neutral,No,,,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,7.0,9000.0,13000.0,12000.0,35.0,Divorced,0.0,Some college,Caucasian,"$80,000 - $95,000",Male
690.0,Yes,Almost never,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Neutral,3.0,No,No,Yes,No,Yes,No,No,No,No,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Yes,Yes,A great deal better,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,8.0,16000.0,21000.0,17000.0,44.0,Single,,Some college,Caucasian,"$95,000 - $110,000",Male
691.0,Yes,Almost never,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,5.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,6.0,17000.0,23000.0,21000.0,42.0,Single,,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
692.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,6.0,No,No,No,No,No,Yes,No,No,No,Neutral,Strongly Agree,Neutral,Neutral,Agree,Neutral,No,,,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,6.0,,10000.0,8000.0,33.0,Divorced,2.0,High school,Caucasian,"Under $35,000",Female
693.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,2.0,No,No,No,No,Yes,No,No,No,No,Neutral,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,Yes,A great deal better,Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,5.0,7000.0,12000.0,8000.0,58.0,Married,3.0,Less than high school,Caucasian,"$50,000 - $65,000",Male
694.0,Yes,Occasionally,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,6.0,No,Yes,No,No,No,No,No,No,No,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1.0,17000.0,23000.0,21000.0,33.0,Married,2.0,Some college,Black,"$80,000 - $95,000",Male
695.0,Yes,Occasionally,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,5.0,No,Yes,No,No,Yes,Yes,No,No,No,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,No,,,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,5.0,14000.0,19000.0,17000.0,48.0,Single,,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
696.0,Yes,Often,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,8.0,No,No,No,No,Yes,No,No,No,No,Strongly Disagree,Neutral,Agree,Disagree,Agree,Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,2.0,11000.0,15000.0,14000.0,33.0,Married,2.0,Graduate degree,Black,"Over $110,000",Female
697.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,7.0,No,No,No,No,Yes,No,No,No,No,Agree,Agree,Disagree,Disagree,Neutral,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1.0,15000.0,19000.0,18000.0,35.0,Divorced,2.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
698.0,Yes,Often,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,9.0,No,No,No,Yes,No,Yes,No,No,No,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,3.0,16000.0,22000.0,20000.0,41.0,Married,3.0,Undergraduate degree,Black,"Over $110,000",Male
699.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,1.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,No,,,Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,1.0,,18000.0,16000.0,51.0,Divorced,2.0,High school,Caucasian,"$80,000 - $95,000",Male
700.0,Yes,Occasionally,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,3.0,No,No,No,No,Yes,Yes,No,No,No,Neutral,Disagree,Disagree,Strongly Agree,Agree,Agree,No,,,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,3.0,14000.0,20000.0,18000.0,31.0,Married,1.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
701.0,Yes,Occasionally,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,8.0,Yes,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,No,,,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,1.0,3000.0,10000.0,7000.0,31.0,Single,,Less than high school,Hispanic,"$50,000 - $65,000",Male
702.0,Yes,Occasionally,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,5.0,No,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,A great deal better,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Neutral,8.0,11000.0,17000.0,14000.0,21.0,Married,0.0,Less than high school,Caucasian,"$50,000 - $65,000",Female
703.0,Yes,Occasionally,Disagree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,11.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,Agree,No,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,1.0,2000.0,10000.0,8000.0,46.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
704.0,Yes,Almost never,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Agree,Neutral,5.0,Yes,No,No,No,No,No,No,No,No,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,1.0,,10000.0,9000.0,37.0,Divorced,2.0,Less than high school,Asian,"Under $35,000",Male
705.0,Yes,Occasionally,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,9.0,No,No,No,No,No,No,No,No,No,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,Yes,A great deal better,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,8.0,9000.0,14000.0,11000.0,29.0,Married,1.0,Other,Black,"Over $110,000",Male
